_id	type	street	neighborhood	council_district
1797	Crosswalk - Continental	CASTALIA ST	Esplen	2
1798	Crosswalk - Two Lined	BLOOMFIELD BRG	Bloomfield	7
1799	Crosswalk - Two Lined	MOHRBACH ST	Lincoln Place	5
1800	Crosswalk - Two Lined	INTERBORO AVE	Lincoln Place	5
1801	Crosswalk - Continental	GLEN MAWR ST	Esplen	2
1802	Crosswalk - Two Lined	ELWELL ST	Lincoln Place	5
1803	Crosswalk - Two Lined	ELWELL ST	Lincoln Place	5
1804	Crosswalk - Two Lined	COX AVE	Lincoln Place	5
1805	Crosswalk - Two Lined	MERE ST	Lincoln Place	5
1806	Crosswalk - Two Lined	KEEFE ST	Lincoln Place	5
1807	Crosswalk - Two Lined	MULDOWNEY AVE	Lincoln Place	5
1808	Crosswalk - Two Lined	MULDOWNEY AVE	Lincoln Place	5
1809	Crosswalk - Two Lined	LIBERTY AVE	Bloomfield	7
1810	Crosswalk - Continental	EDGECLIFF ST	Esplen	2
1811	Crosswalk - Two Lined	MARGARET ST	Lincoln Place	5
1812	Crosswalk - Continental	TELFORD ST	Esplen	2
1813	Crosswalk - Continental	EARL ST	Esplen	2
1814	Crosswalk - Continental	LEBANON RD	Hays	5
1815	Crosswalk - Continental	DOERVILLE AVE	New Homestead	5
1816	Crosswalk - Continental	HILLBURN ST	Hays	5
1817	Crosswalk - Continental	SANFORD ST	Esplen	2
1818	Crosswalk - Continental	FRUSTRUM ST	Esplen	2
1819	Crosswalk - Ladder	PARKVIEW BLVD	Squirrel Hill South	5
1820	Crosswalk - Two Lined	BLOOMFIELD BRG RAMP	Bloomfield	7
1821	Crosswalk - Ladder	PARKVIEW BLVD	Squirrel Hill South	5
1822	Crosswalk - Ladder	PARKVIEW BLVD	Squirrel Hill South	5
1823	Crosswalk - Ladder	SHELBURNE LN	Squirrel Hill South	5
1824	Crosswalk - Ladder	PARKVIEW BLVD	Squirrel Hill South	5
1825	Crosswalk - Ladder	BILTMORE LN	Squirrel Hill South	5
1826	Crosswalk - Two Lined	BILTMORE LN	Squirrel Hill South	5
1827	Crosswalk - Two Lined	BILTMORE LN	Squirrel Hill South	5
1828	Crosswalk - Two Lined	BILTMORE LN	Squirrel Hill South	5
1829	Crosswalk - Two Lined	BLOOMFIELD BRG RAMP	Bloomfield	7
1830	Crosswalk - Two Lined	BILTMORE LN	Squirrel Hill South	5
1831	Crosswalk - Two Lined	BILTMORE LN	Squirrel Hill South	5
1832	Crosswalk - Two Lined	MCLEAN PL	Squirrel Hill South	5
1833	Crosswalk - Two Lined	MCLEAN PL	Squirrel Hill South	5
1834	Crosswalk - Two Lined	OVERTON LN	Squirrel Hill South	5
1835	Crosswalk - Two Lined	OVERTON LN	Squirrel Hill South	5
1836	Crosswalk - Continental	W CARSON ST	Esplen	2
1837	Crosswalk - Two Lined	OVERTON LN	Squirrel Hill South	5
1838	Crosswalk - Two Lined	OVERTON LN	Squirrel Hill South	5
1839	Crosswalk - Continental	STANHOPE ST	Esplen	2
1840	Crosswalk - Ladder	HOWLEY ST	Bloomfield	7
1841	Crosswalk - Two Lined	OVERTON LN	Squirrel Hill South	5
1842	Crosswalk - Two Lined	OVERTON LN	Squirrel Hill South	5
1843	Crosswalk - Continental	STANHOPE ST	Esplen	2
1844	Crosswalk - Two Lined	BEARDSLEY LN	Squirrel Hill South	5
1845	Crosswalk - Two Lined	BEARDSLEY LN	Squirrel Hill South	5
1846	Crosswalk - Two Lined	BEARDSLEY LN	Squirrel Hill South	5
1847	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1848	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1849	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1850	Crosswalk - Continental	SAGAMORE ST	Esplen	2
1851	Crosswalk - Two Lined	MAIN ST	Bloomfield	7
1852	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1853	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1854	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1855	Crosswalk - Continental	TABOR ST	Esplen	2
1856	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1857	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1858	Crosswalk - Continental	FLORIEN ST	Esplen	2
1859	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1860	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1861	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1862	Crosswalk - Two Lined	MAIN ST	Central Lawrenceville	7
1863	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1864	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1865	Crosswalk - Two Lined	PARKVIEW BLVD	Squirrel Hill South	5
1866	Crosswalk - Two Lined	FRICK LN	Squirrel Hill South	5
1867	Crosswalk - Two Lined	FRICK LN	Squirrel Hill South	5
1868	Crosswalk - Continental	SAGINAW ST	Esplen	2
1869	Crosswalk - Two Lined	SUMMERSET DR	Squirrel Hill South	5
1870	Crosswalk - Two Lined	SUMMERSET DR	Squirrel Hill South	5
1871	Crosswalk - Two Lined	SUMMERSET DR	Squirrel Hill South	5
1872	Crosswalk - Two Lined	SUMMERSET DR	Squirrel Hill South	5
1873	Crosswalk - Two Lined	PENN AVE	Bloomfield	7
1874	Crosswalk - Two Lined	SUMMERSET DR	Squirrel Hill South	5
1875	Crosswalk - Two Lined	HALSEY PL	Squirrel Hill South	5
1876	Crosswalk - Two Lined	HALSEY PL	Squirrel Hill South	5
1877	Crosswalk - Two Lined	CRESCENT PL	Squirrel Hill South	5
1878	Crosswalk - Two Lined	CRESCENT PL	Squirrel Hill South	5
1879	Crosswalk - Two Lined	FAIRSTEAD LN	Squirrel Hill South	5
1880	Crosswalk - Two Lined	FAIRSTEAD LN	Squirrel Hill South	5
1881	Crosswalk - Two Lined	FAIRSTEAD LN	Squirrel Hill South	5
1882	Crosswalk - Two Lined	FAIRSTEAD LN	Squirrel Hill South	5
1883	Crosswalk - Two Lined	SEBAK ST	Squirrel Hill South	5
1884	Crosswalk - Ladder	PENN AVE	Strip District	7
1885	Crosswalk - Two Lined	MAIN ST	Bloomfield	7
1886	Crosswalk - Two Lined	SEBAK ST	Squirrel Hill South	5
1887	Crosswalk - Two Lined	BURKETON LN	Squirrel Hill South	5
1888	Crosswalk - Two Lined	BURKETON LN	Squirrel Hill South	5
1889	Crosswalk - Two Lined	BURKETON LN	Squirrel Hill South	5
1890	Crosswalk - Two Lined	BURKETON LN	Squirrel Hill South	5
1891	Crosswalk - Two Lined	BURKETON LN	Squirrel Hill South	5
1892	Crosswalk - Two Lined	BURCHFIELD AVE	Squirrel Hill South	5
1893	Crosswalk - Two Lined	MORROWFIELD AVE	Squirrel Hill South	5
1894	Crosswalk - Continental	MURRAY AVE	Squirrel Hill South	5
1895	Crosswalk - Two Lined	ELDRIDGE ST	Squirrel Hill South	5
1896	Crosswalk - Two Lined	PENN AVE	Bloomfield	7
1897	Crosswalk - Two Lined	WEST END CIR RAMP	Elliott	2
1898	Crosswalk - Two Lined	WEST END CIR RAMP	Elliott	2
1899	Crosswalk - Two Lined	S MAIN ST	West End	2
1900	Crosswalk - Two Lined	W CARSON ST	South Shore	2
1901	Crosswalk - Ladder	LOTHROP ST	West Oakland	8
1902	Crosswalk - Two Lined	VICTORIA ST	West Oakland	8
1903	Crosswalk - Two Lined	VICTORIA ST	West Oakland	8
1904	Crosswalk - Two Lined	SMITHFIELD ST BRG	South Shore	3
1905	Crosswalk - Two Lined	VICTORIA ST	West Oakland	8
1906	Crosswalk - Two Lined	SMITHFIELD ST BRG	South Shore	2
1907	Crosswalk - Two Lined	44TH ST	Central Lawrenceville	7
1908	Crosswalk - Continental	UNIVERSITY PL	North Oakland	8
1909	Crosswalk - Two Lined	RIVER AVE	Troy Hill	1
1910	Crosswalk - Two Lined	31ST ST BRG	Troy Hill	1
1911	Crosswalk - Two Lined	31ST ST BRG	Troy Hill	1
1912	Crosswalk - Two Lined	RIALTO ST	Troy Hill	1
1913	Crosswalk - Two Lined	LEY ST	Troy Hill	1
1914	Crosswalk - Two Lined	LEY ST	Troy Hill	1
1915	Crosswalk - Continental	LEY ST	Troy Hill	1
1916	Crosswalk - Two Lined	TERMINAL WAY	South Side Flats	3
1917	Crosswalk - Continental	FROMAN ST	Troy Hill	1
1918	Crosswalk - Two Lined	PENN AVE	Central Lawrenceville	7
1919	Crosswalk - Continental	LOWRIE ST	Troy Hill	1
1920	Crosswalk - Two Lined	S 7TH ST	South Side Flats	3
1921	Crosswalk - Two Lined	LOWRIE ST	Troy Hill	1
1922	Crosswalk - Two Lined	LOWRIE ST	Troy Hill	1
1923	Crosswalk - Two Lined	LOWRIE ST	Troy Hill	1
1924	Crosswalk - Two Lined	S 9TH ST	South Side Flats	3
1925	Crosswalk - Two Lined	GARDNER ST	Troy Hill	1
1926	Crosswalk - Two Lined	S 9TH ST	South Side Flats	3
1927	Crosswalk - Two Lined	GARDNER ST	Troy Hill	1
1928	Crosswalk - Two Lined	S 10TH ST	South Side Flats	3
1929	Crosswalk - Two Lined	PENN AVE	Central Lawrenceville	7
1930	Crosswalk - Two Lined	CLAIM ST	Troy Hill	1
1931	Crosswalk - Two Lined	S 10TH ST	South Side Flats	3
1932	Crosswalk - Two Lined	TINSBURY ST	Troy Hill	1
1933	Crosswalk - Two Lined	TINSBURY ST	Troy Hill	1
1934	Crosswalk - Two Lined	TINSBURY ST	Troy Hill	1
1935	Crosswalk - Two Lined	HATTERAS ST	Troy Hill	1
1936	Crosswalk - Two Lined	HATTERAS ST	Troy Hill	1
1937	Crosswalk - Two Lined	S 12TH ST	South Side Flats	3
1938	Crosswalk - Two Lined	S 12TH ST	South Side Flats	3
1939	Crosswalk - Two Lined	S 12TH ST	South Side Flats	3
